9926.0	10538.0
10620.0	10843.0
9640.0	9571.0
10108.0	10310.0
9899.0	9992.0
10270.0	10154.0
9915.0	10603.0
9888.0	9922.0
9054.0	8546.0
9938.0	10337.0
9640.0	10064.0
10018.0	9875.0
8713.0	9079.0
10346.0	9478.0
10268.0	10495.0
10027.0	10117.0
8825.0	9412.0
9619.0	9714.0
8888.0	9076.0
10268.0	10372.0
10274.0	10652.0
9754.0	9697.0
10307.0	10080.0
9648.0	9369.0
10242.0	10224.0
10800.0	11308.0
9153.0	9175.0
9189.0	9340.0
11069.0	10888.0
7732.0	7303.0
10350.0	10612.0
9848.0	10137.0
9928.0	9371.0
8919.0	8996.0
9296.0	9843.0
9215.0	8944.0
10260.0	9941.0
9657.0	9744.0
9646.0	10055.0
10041.0	9908.0
9093.0	9422.0
9651.0	9129.0
9441.0	10275.0
10020.0	9680.0
9379.0	9727.0
8706.0	9119.0
9746.0	9577.0
10202.0	10327.0
9535.0	9158.0
11672.0	11677.0
8947.0	8923.0
9312.0	10042.0
10188.0	10153.0
10302.0	10782.0
9551.0	10013.0
9410.0	10100.0
9848.0	9923.0
8948.0	8672.0
10282.0	9845.0
10218.0	10043.0
10108.0	9917.0
10070.0	9837.0
9488.0	9894.0
9895.0	10018.0
9080.0	9205.0
10209.0	10014.0
10276.0	9382.0
8944.0	8699.0
9588.0	9395.0
9924.0	9462.0
9297.0	9697.0
9861.0	9285.0
10168.0	10407.0
9850.0	9805.0
9931.0	9075.0
9469.0	9110.0
10022.0	9943.0
9393.0	9448.0
9812.0	9447.0
10019.0	10667.0
8974.0	9231.0
10392.0	10192.0
10113.0	10060.0
9908.0	10542.0
9189.0	8906.0
10136.0	10082.0
10489.0	10323.0
9354.0	9632.0
9878.0	10387.0
9732.0	10035.0
10094.0	10260.0
10423.0	9739.0
9993.0	9851.0
8697.0	8759.0
9395.0	9612.0
9919.0	10016.0
9015.0	9141.0
9365.0	9383.0
8745.0	9227.0
9507.0	9976.0
9426.0	9576.0
10361.0	9927.0
10360.0	10613.0
9904.0	10208.0
10111.0	9999.0
8552.0	8549.0
9848.0	10246.0
9013.0	9268.0
9084.0	9377.0
9894.0	9857.0
10920.0	10126.0
9388.0	9106.0
9779.0	9365.0
9403.0	9365.0
8365.0	8418.0
9306.0	9708.0
10241.0	9822.0
9290.0	9164.0
10119.0	11105.0
9023.0	9269.0
9801.0	9754.0
10283.0	10558.0
9339.0	9143.0
10804.0	10375.0
10240.0	11226.0
10430.0	10399.0
9716.0	10315.0
9737.0	10003.0
8930.0	8980.0
10048.0	9797.0
10070.0	10129.0
10400.0	10474.0
9973.0	10207.0
8924.0	9520.0
8805.0	9097.0
10307.0	10493.0
9574.0	9708.0
10587.0	10548.0
9433.0	9662.0
9351.0	9045.0
9315.0	9294.0
10050.0	9849.0
8769.0	8908.0
10092.0	10686.0
10761.0	11224.0
10215.0	9240.0
10274.0	10805.0
9579.0	9010.0
9339.0	9074.0
8874.0	8597.0
10551.0	9946.0
9346.0	9281.0
9476.0	8953.0
9378.0	10061.0
9397.0	9656.0
9350.0	9092.0
9758.0	9354.0
9356.0	9191.0
10134.0	10231.0
